 1395652663.690884166 , 007.09 000.00 007.98 005.80 004.91 004.47 014.88 012.41 
 1395652663.790828368 , 006.02 000.00 000.00 005.65 004.89 004.21 014.75 012.16 
 1395652663.890770130 , 005.91 000.00 008.12 005.97 004.73 004.41 014.60 012.29 
 1395652663.940312045 , 006.21 000.00 008.14 005.37 005.28 004.70 015.48 012.31 
 1395652664.40169575 , 006.02 000.00 000.00 005.57 005.26 004.33 015.80 012.11 
 1395652664.140028639 , 006.32 000.00 007.95 005.49 004.72 004.75 015.20 012.46 
 1395652664.190425903 , 005.52 000.00 008.00 005.61 005.10 004.43 014.59 012.69 
 1395652664.239998060 , 005.69 000.00 007.77 005.50 004.96 004.13 015.26 012.43 
 1395652664.340942249 , 005.89 000.00 008.31 005.88 005.06 004.13 014.78 012.19 
 1395652664.395155774 , 005.98 000.00 008.24 005.97 005.17 004.60 014.75 012.36 
 1395652664.489999262 , 005.88 000.00 007.93 005.76 005.06 004.82 015.02 012.46 
 1395652664.540610028 , 006.11 000.00 008.43 005.52 004.91 004.43 014.51 012.45 
 1395652664.640546412 , 005.85 000.00 008.14 005.76 005.01 004.40 014.57 012.20 
 1395652664.690947024 , 006.08 000.00 007.85 005.45 004.64 004.38 014.41 012.23 
 1395652664.790903796 , 005.70 000.00 007.93 005.87 005.01 004.58 014.39 012.10 
 1395652664.840509613 , 006.23 000.00 008.16 005.99 005.02 004.18 014.38 012.33 
 1395652664.940436221 , 005.80 000.00 007.99 005.32 004.93 004.38 014.44 012.60 
 1395652664.990825033 , 005.78 000.00 008.02 005.82 005.19 004.60 014.74 012.26 
 1395652665.90756802 , 005.85 000.00 007.62 005.57 005.18 004.14 014.63 012.08 
 1395652665.140290197 , 005.83 000.00 007.99 005.75 005.15 004.25 014.60 012.51 
 1395652665.240139978 , 006.47 000.00 008.20 005.76 004.82 004.37 014.78 012.38 
 1395652665.290543519 , 006.05 000.00 008.06 005.64 005.09 004.18 014.53 012.41 
 1395652665.390389251 , 006.15 000.00 007.97 006.02 005.10 004.02 014.64 012.32 
 1395652665.440997012 , 006.00 000.00 008.01 005.65 005.20 004.56 014.43 012.45 
 1395652665.495403439 , 005.88 000.00 008.17 005.87 004.78 004.51 014.46 012.32 
 1395652665.590299096 , 006.14 000.00 008.23 005.73 005.01 004.65 014.80 012.31 
 1395652665.690202305 , 005.66 000.00 008.07 006.23 005.03 004.64 014.92 012.37 
 1395652665.740825150 , 006.27 000.00 008.23 005.28 004.98 004.47 014.27 012.55 
 1395652665.791154736 , 005.52 000.00 008.16 005.91 005.09 004.46 014.30 012.31 
 1395652665.889979390 , 005.84 000.00 008.23 005.73 004.92 004.14 014.73 012.34 
 1395652665.945029048 , 006.19 000.00 007.80 005.85 004.79 004.17 013.94 012.44 
 1395652666.40923787 , 006.23 000.00 008.21 005.87 005.11 004.22 014.31 012.38 
 1395652666.90306956 , 006.01 000.00 007.79 006.03 005.04 004.34 014.87 012.24 
 1395652666.190214841 , 005.96 000.00 008.34 006.05 005.06 003.91 014.58 012.49 
 1395652666.290040246 , 005.84 000.00 007.93 005.64 004.96 004.05 014.10 012.34 
 1395652666.340646396 , 005.96 000.00 008.24 005.33 005.06 004.55 014.04 012.53 
 1395652666.390781614 , 006.03 000.00 008.02 005.79 004.94 004.17 014.75 012.50 
 1395652666.490678748 , 005.68 000.00 008.02 005.71 004.83 004.06 014.57 012.53 
 1395652666.639984743 , 006.16 000.00 008.39 005.57 005.07 004.81 014.13 012.40 
 1395652666.690343522 , 006.10 000.00 008.16 005.64 004.81 004.47 014.11 012.33 
 1395652666.790243866 , 006.00 000.00 008.16 005.83 005.04 004.77 014.76 012.37 
 1395652666.841406589 , 006.07 000.00 008.16 005.69 004.74 004.03 014.31 012.40 
 1395652666.940241785 , 005.95 000.00 008.41 005.61 005.01 003.95 014.43 012.24 
 1395652666.990593998 , 006.14 000.00 007.85 005.69 005.09 004.40 014.30 012.32 
 1395652667.90393909 , 005.85 000.00 007.95 005.61 004.82 004.25 014.70 012.57 
 1395652667.141014655 , 005.88 000.00 007.99 005.92 004.74 003.74 014.91 012.13 
 1395652667.240883155 , 005.68 000.00 008.21 005.62 004.95 004.66 014.67 012.60 
 1395652667.290207860 , 005.78 000.00 008.21 005.57 005.13 004.65 014.80 012.38 
 1395652667.390049193 , 005.75 000.00 008.22 005.91 005.09 004.55 014.56 012.57 
 1395652667.440658908 , 005.92 000.00 008.24 005.50 004.82 004.72 014.82 012.46 
 1395652667.540531312 , 006.15 000.00 008.22 005.55 005.24 004.59 013.92 012.31 
 1395652667.590928857 , 005.91 000.00 007.94 005.82 005.14 004.68 014.43 012.47 
 1395652667.690819705 , 006.32 000.00 008.03 005.80 005.08 004.59 014.35 012.28 
 1395652667.740433202 , 005.85 000.00 007.95 005.60 005.19 004.32 014.88 012.24 
 1395652667.840233955 , 005.65 000.00 008.00 005.64 005.13 004.19 014.62 012.40 
 1395652667.890566610 , 005.78 000.00 008.12 005.66 004.75 004.27 014.80 012.43 
 1395652667.990387688 , 005.83 000.00 007.94 005.63 004.93 004.21 000.00 012.27 
 1395652668.41014093 , 005.56 000.00 008.06 005.48 004.95 004.28 014.88 012.32 
 1395652668.140879660 , 005.47 000.00 007.94 005.55 005.03 004.10 014.14 012.31 
 1395652668.193529788 , 005.66 000.00 008.26 005.73 005.24 004.73 014.75 012.42 
 1395652668.290293838 , 005.80 000.00 008.05 005.71 005.00 004.36 014.37 012.55 
 1395652668.340931214 , 006.28 000.00 007.99 005.92 005.50 004.27 014.43 012.16 
 1395652668.440801106 , 006.50 000.00 008.02 005.47 004.88 004.51 014.44 012.28 
 1395652668.490115196 , 005.46 000.00 007.92 005.55 005.01 004.66 014.36 012.28 
 1395652668.590966432 , 006.05 000.00 008.38 005.55 005.06 004.36 014.06 012.02 
