 1395652609.849352920 , 006.84 007.76 005.60 005.25 007.71 023.11 000.00 010.38 
 1395652609.949191521 , 006.93 007.81 006.08 005.00 008.04 022.99 000.00 010.30 
 1395652610.3518265 , 007.03 007.78 005.33 004.95 008.63 023.22 000.00 010.45 
 1395652610.100517890 , 007.19 000.00 005.64 004.93 000.00 022.65 000.00 010.37 
 1395652610.199274091 , 007.25 007.68 005.33 004.95 007.86 023.03 000.00 000.00 
 1395652610.298989076 , 007.18 007.82 005.84 005.12 007.81 022.53 000.00 010.37 
 1395652610.349381865 , 006.97 007.83 006.03 005.07 007.84 023.12 000.00 010.54 
 1395652610.449135685 , 006.93 007.69 005.39 005.16 008.30 023.01 000.00 010.29 
 1395652610.548778035 , 006.80 007.85 005.33 005.22 007.96 023.29 000.00 010.27 
 1395652610.599193659 , 007.35 007.64 005.96 005.00 007.98 023.02 000.00 010.50 
 1395652610.698800326 , 006.99 007.63 005.89 005.01 007.53 023.01 000.00 010.40 
 1395652610.752018054 , 006.47 007.97 005.83 005.01 007.97 022.87 000.00 010.12 
 1395652610.848685305 , 006.93 007.68 005.57 005.01 000.00 000.00 000.00 010.39 
 1395652610.949349020 , 006.71 007.89 005.42 005.13 007.89 023.09 000.00 000.00 
 1395652611.49066090 , 006.75 007.92 005.76 005.07 008.20 022.57 000.00 010.28 
 1395652611.99469359 , 006.97 007.85 005.88 005.13 008.38 022.81 000.00 010.35 
 1395652611.199127916 , 006.92 007.86 005.78 005.07 000.00 023.02 000.00 010.45 
 1395652611.298797643 , 006.81 007.79 005.38 004.90 010.60 022.45 000.00 010.36 
 1395652611.399464282 , 006.58 007.76 005.85 004.90 000.00 022.70 000.00 010.46 
 1395652611.448825868 , 007.25 007.84 005.39 005.19 008.08 023.06 000.00 000.00 
 1395652611.548414297 , 006.85 007.89 005.64 005.09 000.00 023.01 000.00 010.53 
 1395652611.649076262 , 007.01 007.72 005.75 005.20 000.00 023.16 000.00 010.10 
 1395652611.748739633 , 006.55 007.86 005.84 005.10 000.00 022.88 000.00 000.00 
